,TripLength
52517,31.6
52518,48.2
52519,25.5
52520,132.3
52521,3.5
52522,18.0
52523,105.8
52524,22.7
52525,8.7
52526,23.2
52527,46.3
52528,18.2
52529,8.3
52530,8.3
52531,38.9
52532,17.9
52533,21.7
52534,32.7
52535,85.3
52536,19.4
52537,17.4
52538,9.1
52539,93.7
52540,6.1
52541,33.7
52542,5.6
52543,81.0
52544,5.0
52545,2.6
52546,6.0
52547,28.02
52548,8.0
52549,2.7
52550,25.0
52551,3.0
52552,13.3
52553,3.4
52554,31.4
52555,8.3
52556,10.8
52557,1.8
52558,7.2
52559,10.7
52560,17.2
52561,23.7
52562,7.6
52563,3.5
52564,5.0
52565,29.3
52566,13.9
52567,6.0
52568,13.3
52569,97.6
52570,16.5
52571,5.5
52572,2.4
52573,254.5
52574,3.0
52575,26.4
52576,9.3
52577,21.0
52578,34.8
52579,42.8
52580,3.6
52581,10.7
52582,11.53
52583,8.1
52584,12.8
52585,12.2
52586,3.5
52587,42.8
52588,19.4
52589,80.5
52590,9.2
52591,29.7
52592,32.9
52593,3.9
52594,11.4
52595,11.0
52596,2.7
52597,52.8
52598,5.7
52599,5.3
52600,63.1
52601,81.1
52602,7.6
52603,6.0
52604,3.7
52605,14.1
52606,4.4
52607,2.6
52608,3.0
52609,22.9
52610,2.7
52611,7.1
52612,28.02
52613,37.9
52614,20.1
52615,44.5
52616,52.0
52617,80.7
52618,8.5
52619,6.0
52620,4.4
52621,1.5
52622,6.0
52623,3.5
52624,2.3
52625,11.9
52626,5.3
52627,3.3
52628,3.6
52629,26.3
52630,10.3
52631,25.55
52632,42.6
52633,7.2
52634,28.5
52635,18.5
52636,4.2
52637,1.5
52638,10.8
52639,8.3
52640,7.1
52641,7.6
52642,61.4
52643,8.1
52644,2.6
52645,11.2
52646,181.0
52647,43.1
52648,16.2
52649,31.9
52650,18.0
52651,41.9
52652,21.7
52653,7.6
52654,8.0
52655,35.7
52656,7.1
52657,13.5
52658,2.3
52659,10.8
52660,29.6
52661,20.03
52662,25.0
52663,36.8
52664,91.0
52665,9.9
52666,16.0
52667,18.0
52668,67.7
52669,7.2
52670,19.8
52671,46.0
52672,11.9
52673,9.9
52674,4.5
52675,4.8
52676,24.6
52677,31.2
52678,22.4
52679,6.4
52680,32.4
52681,4.5
52682,1.6
52683,2.2
52684,5.4
52685,6.9
52686,12.2
52687,4.9
52688,27.7
52689,6.9
52690,31.432
52691,10.4
52692,15.5
52693,25.0
52694,39.4
52695,15.9
52696,26.6
52697,10.3
52698,94.8
52699,5.2
52700,39.0
52701,9.9
52702,11.2
52703,3.2
52704,13.3
52705,13.1
52706,11.4
52707,2.3
52708,14.6
52709,8.3
52710,2.7
52711,11.4
52712,7.6
52713,34.12
52714,7.2
52715,3.5
52716,36.5
52717,10.8
52718,35.0
52719,93.8
52720,9.9
52721,8.0
52722,127.5
52723,25.9
52724,11.6
52725,63.1
52726,13.2
52727,31.6
52728,4.8
52729,88.48
52730,9.9
52731,3.0
52732,5.72
52733,8.7
52734,19.6
52735,2.2
52736,11.8
52737,13.606
52738,13.1
52739,43.1
52740,48.4
52741,20.5
52742,3.0
52743,19.4
52744,9.9
52745,42.3
52746,4.4
52747,16.5
52748,6.7
52749,67.8
52750,41.9
52751,37.9
52752,3.5
52753,5.9
52754,11.0
52755,13.9
52756,21.2
52757,69.1
52758,14.6
52759,12.4
52760,13.4
52761,7.932
52762,47.8
52763,8.3
52764,16.3
52765,44.8
52766,4.8
52767,11.8
52768,3.6
52769,14.8
52770,13.4
52771,10.5
52772,10.8
52773,18.8
52774,31.6
52775,12.5
52776,14.2
52777,139.9
52778,7.2
52779,16.2
52780,11.0
52781,16.8
52782,7.1
52783,19.3
52784,1.9
52785,7.6
52786,5.0
52787,25.9
52788,11.4
52789,9.1
52790,9.1
52791,4.4
52792,6.2
52793,32.1
52794,5.72
52795,8.5
52796,8.3
52797,2.2
52798,2.2
52799,3.8
52800,11.2
52801,13.5
52802,2.8
52803,26.5
52804,3.9
52805,6.0
52806,11.9
52807,23.5
52808,11.9
52809,7.6
52810,11.9
52811,21.4
52812,2.6
52813,11.2
52814,6.2
52815,11.9
52816,18.3
52817,14.9
52818,15.0
52819,43.532
52820,20.5
52821,4.4
52822,9.9
52823,2.2
52824,33.7
52825,35.0
52826,11.6
52827,7.6
52828,70.7
52829,11.9
52830,7.8
52831,8.3
52832,65.9
52833,27.4
52834,13.9
52835,24.9
52836,90.4
52837,3.8
52838,13.8
52839,25.9
52840,40.6
52841,48.8
52842,3.0
52843,6.0
52844,8.0
52845,17.2
52846,7.2
52847,6.2
52848,19.0
52849,5.7
52850,11.8
52851,3.5
52852,12.8
52853,8.5
52854,4.8
52855,26.2
52856,2.7
52857,7.6
52858,31.13
52859,25.4
52860,15.2
52861,12.7
52862,89.1
52863,2.3
52864,8.6
52865,4.4
52866,1.9
52867,2.6
52868,11.0
52869,13.2
52870,11.2
52871,8.4
52872,56.3
52873,174.6
52874,4.0
52875,5.3
52876,42.2
52877,2.7
52878,46.4
52879,10.8
52880,54.8
52881,8.0
52882,11.4
52883,26.4
52884,21.1
52885,1.8
52886,10.6
52887,11.0
52888,8.7
52889,22.4
52890,7.9
52891,10.7
52892,22.8
52893,15.9
52894,6.8
52895,8.98
52896,20.7
52897,18.6
52898,94.68
52899,1.65
52900,5.7
52901,7.1
52902,20.9
52903,24.9
52904,10.4
52905,38.5
52906,4.4
52907,139.8
52908,8.5
52909,56.3
52910,7.1
52911,16.8
52912,54.4
52913,23.7
52914,9.3
52915,27.6
52916,9.0
52917,8.0
52918,6.0
52919,20.3
52920,13.6
52921,22.0
52922,26.3
52923,30.0
52924,11.0
52925,33.02
52926,15.2
52927,4.3
52928,11.1
52929,19.4
52930,76.6
52931,22.4
52932,5.0
52933,16.6
52934,1.9
52935,20.1
52936,33.0
52937,23.9
52938,46.3
52939,7.2
52940,70.72
52941,18.4
52942,7.9
52943,1.8
52944,7.4
52945,15.5
52946,3.3
52947,3.8
52948,6.8
52949,15.8
52950,17.0
52951,5.7
52952,20.2
52953,125.37
52954,2.2
52955,26.4
52956,4.4
52957,3.5
52958,12.5
52959,22.6
52960,17.2
52961,16.4
52962,22.6
52963,17.2
52964,14.6
52965,3.8
52966,71.3
52967,9.3
52968,15.7
52969,3.7
52970,3.7
52971,13.2
52972,106.2
52973,11.1
52974,4.1
52975,25.8
52976,1.8
52977,14.1
52978,7.0
52979,36.5
52980,28.9
52981,56.932
52982,132.6
52983,13.3
52984,14.6
52985,51.92
52986,11.2
52987,14.1
52988,42.7
52989,4.8
52990,6.4
52991,7.1
52992,12.7
52993,6.8
52994,21.0
52995,14.1
52996,19.8
52997,18.5
52998,13.1
52999,8.6
53000,15.3
53001,15.3
53002,30.0
53003,3.5
53004,23.2
53005,4.2
53006,13.3
53007,22.7
53008,6.4
53009,7.6
53010,4.4
53011,39.31
53012,1.9
53013,38.4
53014,7.8
53015,5.0
53016,34.7
53017,15.6
53018,17.0
53019,6.0
53020,6.006
53021,202.3
53022,101.3
53023,8.5
53024,192.7
53025,11.2
53026,22.0
53027,1.9
53028,6.4
53029,26.22
53030,8.8
53031,7.2
53032,2.8
53033,7.2
53034,45.8
53035,162.9
53036,8.3
53037,21.5
53038,5.0
53039,10.7
53040,8.3
53041,1.8
53042,1.6
53043,6.5
53044,16.3
53045,58.0
53046,9.3
53047,3.0
53048,10.0
53049,63.57
53050,1.9
53051,16.0
53052,30.9
53053,11.9
53054,20.1
53055,11.0
53056,36.5
53057,7.2
53058,9.2
53059,24.0
53060,16.5
53061,4.8
53062,22.0
53063,31.2
53064,10.0
53065,15.9
53066,4.8
53067,4.4
53068,15.4
53069,4.8
53070,31.13
53071,15.3
53072,16.6
53073,105.7
53074,20.5
53075,38.6
53076,15.9
53077,14.1
53078,1.9
53079,5.4
53080,20.1
53081,5.0
53082,1.2
53083,4.0
53084,13.0
53085,39.7
53086,19.7
53087,11.9
53088,2.2
53089,6.0
53090,46.2
53091,14.2
53092,23.5
53093,9.2
53094,1.9
53095,18.0
53096,3.4
53097,10.5
53098,27.4
53099,40.0
53100,3.9
53101,3.9
53102,11.1
53103,4.4
53104,18.132
53105,22.3
53106,4.4
53107,15.3
53108,57.8
53109,34.7
53110,11.7
53111,17.4
53112,3.8
53113,11.9
53114,6.0
53115,38.2
53116,15.2
53117,4.8
53118,15.8
53119,41.9
53120,2.2
53121,85.38
53122,13.3
53123,13.6
53124,8.4
53125,12.8
53126,12.8
53127,8.5
53128,7.1
53129,3.0
53130,7.4
53131,18.3
53132,90.1
53133,7.6
53134,11.0
53135,18.8
53136,19.4
53137,171.4
53138,28.4
53139,37.4
53140,75.8
53141,7.6
53142,7.1
53143,17.7
53144,18.3
53145,3.4
53146,6.4
53147,1.9
53148,12.2
53149,5.4
53150,36.8
53151,26.0
53152,13.3
53153,10.9
53154,7.1
53155,3.8
53156,3.5
53157,12.1
53158,18.8
53159,27.9
53160,20.5
53161,11.2
53162,2.2
53163,54.232
53164,43.4
53165,4.3
53166,3.0
53167,13.38
53168,278.6
53169,5.3
53170,1.9
53171,2.4
53172,1.8
53173,1.1
53174,31.4
53175,3.4
53176,14.7
53177,19.4
53178,8.4
53179,105.9
53180,4.3
53181,3.6
53182,2.0
53183,48.3
53184,61.9
53185,7.2
53186,3.0
53187,10.9
53188,3.6
53189,3.0
53190,7.9
53191,8.0
53192,2.6
53193,6.8
53194,62.3
53195,10.8
53196,7.2
53197,13.31
53198,5.0
53199,43.92
53200,6.4
53201,1.2
53202,83.3
53203,7.5
53204,28.1
53205,2.3
53206,37.95
53207,10.0
53208,7.8
53209,7.8
53210,18.0
53211,1.1
53212,32.4
53213,8.3
53214,23.3
53215,4.6
53216,5.6
53217,1.2
53218,14.2
53219,22.7
53220,19.4
53221,4.1
53222,1.2
53223,1.9
53224,2.6
53225,1.9
53226,11.0
53227,5.0
53228,2.2
53229,3.5
53230,2.2
53231,25.3
53232,11.8
53233,5.72
53234,7.9
53235,6.0
53236,23.32
53237,2.7
53238,3.6
53239,6.0
53240,28.3
53241,12.3
53242,20.1
53243,19.7
53244,2.2
53245,5.6
53246,136.9
53247,2.4
53248,6.0
53249,13.3
53250,10.0
53251,3.4
53252,8.0
53253,6.4
53254,10.0
53255,8.3
53256,12.4
53257,16.6
53258,86.8
53259,31.3
53260,12.2
53261,15.4
53262,15.7
53263,9.2
53264,19.6
53265,2.3
53266,36.8
53267,9.1
53268,11.4
53269,9.3
53270,65.0
53271,5.0
53272,10.02
53273,31.3
53274,7.1
53275,10.5
53276,4.71
53277,33.7
53278,26.8
53279,23.2
53280,6.1
53281,15.9
53282,18.2
53283,6.1
53284,8.0
53285,160.6
53286,1.8
53287,18.7
53288,13.8
53289,5.7
53290,5.72
53291,14.1
53292,14.9
53293,7.1
53294,13.5
53295,1.8
53296,2.6
53297,1.9
53298,18.4
53299,10.9
53300,25.1
53301,3.0
53302,55.8
53303,45.9
53304,7.8
53305,7.8
53306,20.8
53307,8.4
53308,57.9
53309,3.4
53310,7.1
53311,3.3
53312,6.2
53313,11.6
53314,66.7
53315,11.1
53316,4.5
53317,11.2
53318,53.9
53319,38.9
53320,7.2
53321,1.8
53322,6.1
53323,37.9
53324,7.8
53325,73.9
53326,26.3
53327,7.6
53328,16.2
53329,5.4
53330,5.1
53331,8.4
53332,13.5
53333,7.9
53334,36.5
53335,7.2
53336,3.0
53337,24.3
53338,28.4
53339,8.98
53340,6.6
53341,11.4
53342,2.6
53343,15.9
53344,6.8
53345,4.2
53346,14.1
53347,31.6
53348,25.5
53349,9.0
53350,13.3
53351,2.6
53352,11.9
53353,18.62
53354,10.8
53355,1.6
53356,27.4
53357,7.932
53358,11.6
53359,13.3
53360,12.8
53361,30.3
53362,34.2
53363,11.0
53364,46.9
53365,13.3
53366,25.0
53367,26.0
53368,8.4
53369,4.4
53370,11.2
53371,11.53
53372,25.9
53373,31.6
53374,63.5
53375,11.9
53376,28.3
53377,3.1
53378,12.8
53379,5.0
53380,13.0
53381,4.0
53382,18.0
53383,11.9
53384,9.55
53385,6.15
53386,47.3
53387,8.0
53388,13.6
53389,93.1
53390,1.8
53391,158.1
53392,18.0
53393,6.7
53394,19.6
53395,34.2
53396,12.0
53397,36.7
53398,4.2
53399,24.5
53400,13.6
53401,15.9
53402,48.2
53403,22.7
53404,34.0
53405,15.3
53406,11.9
53407,25.9
53408,26.8
53409,4.8
53410,15.2
53411,16.2
53412,9.9
53413,5.2
53414,28.4
53415,13.2
53416,15.9
53417,2.0
53418,7.8
53419,42.7
53420,4.1
53421,1.9
53422,3.9
53423,10.5
53424,54.5
53425,57.9
53426,15.7
53427,7.2
53428,7.2
53429,18.4
53430,7.1
53431,11.2
53432,55.3
53433,4.0
53434,32.9
53435,3.4
53436,16.4
53437,5.0
53438,56.63
53439,3.4
53440,4.0
53441,25.9
53442,47.3
53443,30.8
53444,5.72
53445,49.3
53446,10.0
53447,1.1
53448,7.0
53449,19.12
53450,10.7
53451,3.6
53452,8.5
53453,11.0
53454,7.2
53455,8.2
53456,15.9
53457,23.8
53458,8.0
53459,7.4
53460,178.92
53461,7.2
53462,68.5
53463,8.3
53464,26.0
53465,4.3
53466,4.8
53467,11.9
53468,20.6
53469,8.6
53470,5.1
53471,42.9
53472,14.1
53473,6.0
53474,2.6
53475,3.0
53476,8.4
53477,10.3
53478,38.2
53479,16.6
53480,20.3
53481,21.6
53482,5.6
53483,22.6
53484,9.3
53485,11.0
53486,8.6
53487,22.7
53488,18.8
53489,27.6
53490,11.4
53491,6.1
53492,11.4
53493,2.6
53494,7.1
53495,10.8
53496,13.3
53497,124.4
53498,16.0
53499,17.5
53500,9.0
53501,3.9
53502,38.0
53503,15.5
53504,10.6
53505,2.2
53506,149.1
53507,10.5
53508,4.4
53509,91.32
53510,1.9
53511,13.9
53512,4.8
53513,103.2
53514,7.6
53515,9.3
53516,3.6
53517,48.1
53518,7.5
53519,2.0
53520,10.4
53521,10.4
53522,15.2
53523,77.6
53524,5.4
53525,9.3
53526,22.4
53527,24.9
53528,4.8
53529,3.4
53530,7.9
53531,3.0
53532,18.5
53533,6.2
53534,19.0
53535,41.8
53536,3.4
53537,193.2
53538,2.6
53539,14.2
53540,31.2
53541,7.5
53542,7.9
53543,68.0
53544,55.2
53545,22.9
53546,12.7
53547,1.8
53548,15.7
53549,13.1
53550,6.8
53551,126.5
53552,15.0
53553,19.7
53554,8.0
53555,6.8
53556,19.4
53557,13.606
53558,4.4
53559,18.3
53560,7.6
53561,24.7
53562,14.7
53563,8.3
53564,11.4
53565,8.1
53566,9.9
53567,11.0
53568,11.0
53569,17.4
53570,8.4
53571,5.0
53572,2.2
53573,7.6
53574,32.3
53575,16.8
53576,11.9
53577,52.6
53578,7.6
53579,7.6
53580,11.9
53581,5.1
53582,3.3
53583,3.6
53584,17.15
53585,15.7
53586,4.0
53587,8.6
53588,6.8
53589,4.9
53590,57.2
53591,8.7
53592,1.7
53593,87.2
53594,14.1
53595,7.6
53596,33.9
53597,11.9
53598,28.9
53599,42.8
53600,7.2
53601,9.3
53602,5.6
53603,9.55
53604,66.6
53605,3.6
53606,66.5
53607,38.6
53608,7.6
53609,7.6
53610,51.2
53611,8.0
53612,13.4
53613,13.6
53614,74.9
53615,7.6
53616,18.4
53617,2.6
53618,36.1
53619,33.8
53620,75.8
53621,18.0
53622,4.9
53623,21.0
53624,26.8
53625,3.1
53626,38.6
53627,36.7
53628,8.2
53629,2.2
53630,15.6
53631,12.1
53632,12.8
53633,7.6
53634,4.4
53635,1.9
53636,9.2
53637,4.0
53638,7.8
53639,5.5
53640,10.1
53641,22.6
53642,76.7
53643,4.1
53644,15.93
53645,11.1
53646,11.8
53647,11.0
53648,42.2
53649,1.2
53650,3.2
53651,4.3
53652,7.6
53653,11.6
53654,33.9
53655,15.9
53656,16.2
53657,14.2
53658,1.6
53659,2.2
53660,38.9
53661,29.3
53662,5.0
53663,2.3
53664,11.2
53665,2.4
53666,1.8
53667,11.5
53668,43.1
53669,46.9
53670,11.6
53671,11.4
53672,7.2
53673,17.0
53674,32.4
53675,7.5
53676,8.3
53677,44.7
53678,3.9
53679,39.6
53680,12.8
53681,11.2
53682,12.6
53683,13.0
53684,6.0
53685,21.0
53686,20.1
53687,18.6
53688,4.8
53689,26.2
53690,8.1
53691,1.9
53692,48.5
53693,15.0
53694,29.5
53695,7.8
53696,5.7
53697,5.3
53698,22.8
53699,20.1
53700,16.8
53701,10.4
53702,7.5
53703,15.4
53704,1.2
53705,32.4
53706,3.5
53707,1.2
53708,108.6
53709,13.9
53710,3.4
53711,91.3
53712,3.4
53713,32.6
53714,18.3
53715,32.55
53716,13.3
53717,48.1
53718,8.4
53719,26.6
53720,6.7
53721,4.8
53722,7.8
53723,13.3
53724,11.9
53725,11.4
53726,6.8
53727,7.2
53728,1.2
53729,18.0
53730,7.1
53731,3.4
53732,121.2
53733,11.0
53734,13.3
53735,38.9
53736,3.8
53737,8.4
53738,19.9
53739,24.6
53740,68.6
53741,13.4
53742,1.2
53743,17.5
53744,7.6
53745,18.5
53746,3.5
53747,5.72
53748,3.8
53749,132.7
53750,8.3
53751,3.1
53752,10.4
53753,6.6
53754,24.0
53755,35.45
53756,9.5
53757,54.4
53758,15.1
53759,2.3
53760,7.6
53761,31.7
53762,26.3
53763,6.0
53764,15.0
53765,20.2
53766,8.7
53767,18.0
53768,19.3
53769,6.0
53770,7.6
53771,85.7
53772,3.4
53773,22.6
53774,4.5
53775,11.9
53776,5.3
53777,4.0
53778,3.3
53779,21.2
53780,31.4
53781,26.3
53782,11.0
53783,23.7
53784,6.15
53785,24.3
53786,4.0
53787,11.9
53788,26.3
53789,6.8
53790,13.6
53791,1.65
53792,3.0
53793,7.6
53794,139.0
53795,21.8
53796,21.6
53797,2.0
53798,12.2
53799,2.6
53800,8.0
53801,47.5
53802,17.2
53803,1.2
53804,6.1
53805,5.72
53806,13.606
53807,2.7
53808,5.1
53809,42.7
53810,21.7
53811,7.1
53812,31.3
53813,8.98
53814,26.0
53815,6.9
53816,36.8
53817,6.8
53818,24.4
53819,58.6
53820,32.1
53821,98.4
53822,26.4
53823,31.2
53824,9.9
53825,46.8
53826,16.3
53827,50.3
53828,8.6
53829,5.7
53830,12.1
53831,14.6
53832,7.6
53833,13.9
53834,18.8
53835,16.3
53836,8.1
53837,9.6
53838,5.3
53839,8.0
53840,136.1
53841,15.0
53842,26.0
53843,26.2
53844,40.0
53845,6.2
53846,12.5
53847,8.0
53848,20.1
53849,22.4
53850,58.32
53851,14.6
53852,7.1
53853,3.4
53854,6.7
53855,10.0
53856,9.3
53857,14.0
53858,7.1
53859,171.0
53860,1.9
53861,5.0
53862,174.02
53863,5.0
53864,6.15
53865,14.72
53866,6.2
53867,11.7
53868,1.8
53869,2.4
53870,5.0
53871,105.9
53872,12.2
53873,17.4
53874,30.8
53875,4.13
53876,15.2
53877,3.3
53878,34.6
53879,74.0
53880,7.1
53881,33.7
53882,3.3
53883,5.3
53884,15.6
53885,64.9
53886,11.9
53887,35.0
53888,23.0
53889,7.0
53890,25.55
53891,72.7
53892,45.4
53893,2.0
53894,8.6
53895,3.4
53896,19.0
53897,3.9
53898,8.0
53899,12.2
53900,3.0
53901,8.5
53902,15.9
53903,4.2
53904,8.0
53905,13.4
53906,32.3
53907,2.6
53908,4.4
53909,54.1
53910,13.5
53911,12.2
53912,3.9
53913,3.4
53914,9.55
53915,49.5
53916,11.4
53917,30.3
53918,23.0
53919,193.4
53920,7.2
53921,7.1
53922,10.3
53923,7.4
53924,10.5
53925,11.2
53926,62.0
53927,10.5
53928,17.9
53929,56.9
53930,13.1
53931,26.3
53932,18.7
53933,28.1
53934,31.92
53935,20.3
53936,14.2
53937,58.7
53938,13.4
53939,15.2
53940,11.1
53941,16.3
53942,6.8
53943,29.8
53944,13.3
53945,13.3
53946,13.0
53947,10.3
53948,28.9
53949,8.0
53950,46.8
53951,8.4
53952,5.3
53953,112.8
53954,13.31
53955,7.1
53956,5.0
53957,21.0
53958,4.0
53959,36.8
53960,7.1
53961,11.9
53962,4.0
53963,20.9
53964,51.9
53965,121.7
53966,15.4
53967,3.8
53968,7.6
53969,36.1
53970,4.3
53971,3.6
53972,11.4
53973,114.9
53974,19.6
53975,8.0
53976,7.1
53977,8.0
53978,6.4
53979,30.0
53980,16.3
53981,7.2
53982,57.4
53983,23.2
53984,7.2
53985,41.9
53986,13.6
53987,4.88
53988,16.72
53989,9.9
53990,4.4
53991,15.5
53992,29.3
53993,7.2
53994,34.7
53995,4.8
53996,7.6
53997,16.2
53998,7.1
53999,15.2
54000,19.9
54001,17.7
54002,27.2
54003,5.0
54004,2.5
54005,36.9
54006,1.1
54007,1.1
54008,2.3
54009,36.5
54010,23.9
54011,11.4
54012,3.0
54013,4.8
54014,18.4
54015,14.2
54016,6.0
54017,3.5
54018,5.1
54019,75.8
54020,26.8
54021,18.3
54022,1.9
54023,34.12
54024,2.0
54025,2.2
54026,6.15
54027,41.3
54028,29.8
54029,8.0
54030,25.1
54031,8.3
54032,98.2
54033,19.72
54034,30.3
54035,4.6
54036,38.6
54037,3.0
54038,13.6
54039,7.1
54040,25.55
54041,104.5
54042,291.7
54043,11.0
54044,11.9
54045,4.4
54046,5.1
54047,8.5
54048,3.2
54049,15.2
54050,5.0
54051,14.1
54052,6.9
54053,7.6
54054,13.9
54055,26.0
54056,11.0
54057,10.5
54058,10.5
54059,29.3
54060,9.9
54061,1.2
54062,13.3
54063,10.5
54064,12.5
54065,1.65
54066,1.9
54067,3.8
54068,27.2
54069,7.2
54070,7.4
54071,23.2
54072,27.7
54073,15.5
54074,46.7
54075,15.7
54076,8.0
54077,15.93
54078,121.7
54079,5.0
54080,7.2
54081,2.6
54082,27.6
54083,62.3
54084,5.0
54085,5.0
54086,3.8
54087,54.4
54088,6.7
54089,7.9
54090,1.5
54091,4.8
54092,58.2
54093,13.4
54094,8.3
54095,3.5
54096,3.8
54097,12.5
54098,11.1
54099,6.0
54100,26.6
54101,16.2
54102,13.3
54103,10.1
54104,31.7
54105,43.0
54106,1.2
54107,6.8
54108,5.0
54109,8.7
54110,26.4
54111,1.2
54112,11.2
54113,7.2
54114,11.8
54115,31.9
54116,10.8
54117,36.6
54118,15.7
54119,1.9
54120,6.7
54121,7.6
54122,2.6
54123,34.8
54124,14.1
54125,7.6
54126,2.6
54127,148.3
54128,22.7
54129,36.7
54130,5.2
54131,9.3
54132,14.7
54133,2.2
54134,8.0
54135,2.0
54136,7.1
54137,2.7
54138,7.4
54139,15.2
54140,34.2
54141,34.7
54142,18.8
54143,31.6
54144,20.4
54145,4.8
54146,3.6
54147,47.5
54148,18.3
54149,10.3
54150,10.9
54151,14.1
54152,13.2
54153,13.0
54154,2.4
54155,1.8
54156,8.3
54157,31.1
54158,4.8
54159,10.7
54160,10.4
54161,151.0
54162,8.6
54163,15.6
54164,5.6
54165,6.7
54166,20.1
54167,5.4
54168,5.4
54169,54.9
54170,6.0
54171,30.9
54172,11.2
54173,6.15
54174,15.0
54175,20.1
54176,5.0
54177,18.2
54178,12.1
54179,3.9
54180,24.2
54181,51.18
54182,7.1
54183,7.1
54184,14.6
54185,11.8
54186,67.8
54187,1.7
54188,31.2
54189,53.9
54190,2.7
54191,69.6
54192,139.9
54193,1.2
54194,3.9
54195,10.7
54196,7.7
54197,37.8
54198,2.7
54199,15.0
54200,13.3
54201,1.9
54202,17.2
54203,1.6
54204,16.8
54205,4.4
54206,18.3
54207,4.4
54208,8.4
54209,22.6
54210,16.0
54211,6.2
54212,2.2
54213,8.8
54214,1.8
54215,5.0
54216,11.2
54217,64.9
54218,13.606
54219,11.2
54220,28.3
54221,25.2
54222,18.2
54223,25.8
54224,2.7
54225,20.1
54226,6.8
54227,16.4
54228,38.5
54229,6.9
54230,7.2
54231,8.5
54232,119.7
54233,7.9
54234,22.7
54235,11.9
54236,15.5
54237,28.3
54238,70.1
54239,5.0
54240,8.3
54241,124.1
54242,4.2
54243,13.9
54244,6.9
54245,20.5
54246,7.0
54247,19.4
54248,8.4
54249,19.7
54250,3.0
54251,9.55
54252,14.9
54253,11.2
54254,39.8
54255,2.0
54256,35.9
54257,5.4
54258,1.5
54259,10.9
54260,1.8
54261,21.4
54262,141.7
54263,3.4
54264,162.7
54265,20.2
54266,1.9
54267,21.2
54268,4.6
54269,120.97
54270,8.0
54271,2.6
54272,10.5
54273,1.1
54274,5.2
54275,32.4
54276,9.9
54277,12.5
54278,34.6
54279,11.2
54280,166.8
54281,26.8
54282,10.3
54283,6.8
54284,1.65
54285,32.1
54286,17.2
54287,5.72
54288,139.7
54289,53.9
54290,48.5
54291,26.6
54292,24.91
54293,9.1
54294,231.7
54295,1.9
54296,26.0
54297,75.8
54298,3.9
54299,14.72
54300,7.9
54301,29.1
54302,14.4
54303,19.6
54304,8.3
54305,6.9
54306,11.9
54307,21.0
54308,8.1
54309,9.3
54310,6.0
54311,9.3
54312,2.2
54313,2.2
54314,13.3
54315,4.2
54316,11.53
54317,4.1
54318,26.6
54319,4.3
54320,16.3
54321,4.2
54322,4.4
54323,171.8
54324,15.0
54325,10.4
54326,10.6
54327,3.5
54328,16.1
54329,26.7
54330,3.55
54331,6.15
54332,8.6
54333,6.8
54334,6.1
54335,2.8
54336,16.4
54337,11.2
54338,2.3
54339,12.1
54340,23.32
54341,38.7
54342,3.0
54343,13.9
54344,44.0
54345,3.5
54346,50.5
54347,7.932
54348,11.0
54349,1.1
54350,17.4
54351,38.0
54352,5.0
54353,8.5
54354,53.3
54355,47.1
54356,9.2
54357,10.7
54358,38.9
54359,15.5
54360,18.0
54361,15.0
54362,35.0
54363,19.4
54364,46.4
54365,16.0
54366,25.55
54367,13.9
54368,11.8
54369,4.4
54370,22.6
54371,8.0
54372,7.6
54373,11.8
54374,2.3
54375,8.4
54376,42.9
54377,22.7
54378,8.0
54379,6.1
54380,3.0
54381,7.6
54382,121.7
54383,9.3
54384,15.9
54385,11.8
54386,15.3
54387,32.1
54388,2.6
54389,5.0
54390,8.6
54391,19.0
54392,7.6
54393,14.8
54394,3.5
54395,4.0
54396,7.2
54397,10.3
54398,8.3
54399,24.4
54400,6.7
54401,28.1
54402,29.4
54403,7.6
54404,13.4
54405,3.6
54406,36.1
54407,7.1
54408,18.2
54409,10.0
54410,3.3
54411,15.5
54412,13.3
54413,12.8
54414,17.0
54415,9.55
54416,41.9
54417,148.9
54418,49.9
54419,3.6
54420,10.02
54421,5.4
54422,57.7
54423,15.9
54424,25.3
54425,2.2
54426,7.28
54427,11.0
54428,36.1
54429,161.8
54430,32.5
54431,18.3
54432,8.3
54433,20.03
54434,11.9
54435,5.3
54436,45.8
54437,3.4
54438,3.4
54439,4.8
54440,11.9
54441,26.5
54442,3.5
54443,3.5
54444,3.9
54445,26.0
54446,3.3
54447,13.0
54448,11.6
54449,13.3
54450,11.9
54451,100.8
54452,6.006
54453,11.7
54454,103.4
54455,13.0
54456,30.3
54457,32.55
54458,7.5
54459,20.1
54460,13.5
54461,2.6
54462,11.9
54463,22.7
54464,42.2
54465,14.1
54466,8.5
54467,8.7
54468,2.5
54469,7.2
54470,15.7
54471,5.4
54472,9.55
54473,9.9
54474,2.5
54475,9.2
54476,3.3
54477,9.9
54478,23.5
54479,13.31
54480,51.2
54481,4.4
54482,20.8
54483,10.12
54484,4.4
54485,8.7
54486,6.8
54487,7.2
54488,18.0
54489,7.6
54490,30.8
54491,5.2
54492,6.8
54493,13.9
54494,5.0
54495,36.7
54496,4.3
54497,8.7
54498,11.4
54499,14.6
54500,14.6
54501,7.4
54502,50.0
54503,32.4
54504,4.0
54505,7.8
54506,11.4
54507,132.5
54508,2.2
54509,14.5
54510,4.4
54511,8.0
54512,11.2
54513,17.8
54514,11.0
54515,35.6
